"","x"
"384","ptrB"
"385","yebF"
"386","lpxM"
"387","znuA"
"388","yecN"
"389","cmoA"
"390","cmoB"
"391","flhE"
"392","otsA"
"393","otsB"
"394","ftnB"
"395","ftnA"
"396","yecA"
"397","fliC"
"398","amyA"
"399","yedE"
"400","yedF"
"401","dsrB"
"402","yodD"
"403","yedP"
"404","yedQ"
"405","yodC"
"406","yedI"
"407","yedS"
"408","hchA"
"409","yedW"
"410","yedY"
"411","yedZ"
"412","mtfA"
"413","ldtA"
"414","cobU"
"415","yoeG"
"416","yoeA"
"417","flu"
"418","yeeR"
"419","yeeS"
"420","yeeA"
"421","sbcB"
"422","yeeY"
"423","rfbB"
"424","asmA"
"425","yegE"
"426","mdtB"
"427","iceT"
"428","yegP"
"429","yegS"
"430","gatC"
"431","gatA"
"432","gatZ"
"433","fbaB"
"434","yehD"
"435","yehE"
"436","yehS"
"437","yehT"
"438","yehU"
"439","mlrA"
"440","yehW"
"441","yehX"
"442","yehY"
"443","osmF"
"444","yohC"
"445","yohD"
"446","yohF"
"447","yohP"
"448","preA"
"449","lysP"
"450","yeiI"
"451","psuT"
"452","psuG"
"453","psuK"
"454","fruA"
"455","fruK"
"456","fruB"
"457","yeiR"
"458","bcr"
"459","narP"
"460","ccmF"
"461","ccmC"
"462","ccmA"
"463","napC"
"464","napG"
"465","napD"
"466","napF"
"467","eco"
"468","alkB"
"469","ada"
"470","atoS"
"471","inaA"
"472","glpQ"
"473","glpT"
"474","glpA"
"475","yfaZ"
"476","nudI"
"477","arnB"
"478","arnC"
"479","arnA"
"480","arnD"
"481","arnT"
"482","arnE"
"483","pmrD"
"484","menF"
"485","elaB"
"486","elaA"
"487","lrhA"
"488","yfbS"
"489","yfcF"
"490","yfcG"
"491","accD"
"492","fabB"
"493","yfdC"
"494","tfaS"
"495","yfdE"
"496","yfeO"
"497","mntH"
"498","yfeC"
"499","yfeD"
"500","xapB"
"501","yfeN"
"502","ligA"
"503","ptsI"
"504","crr"
"505","talA"
"506","tktB"
"507","narQ"
"508","ypfN"
"509","tmcA"
"510","ypfJ"
"511","dapA"
"512","trmJ"
"513","yfhR"
"514","csiE"
"515","yphA"
"516","hmp"
"517","shoB"
"518","rnc"
"519","ung"
"520","yfiH"
"521","rluD"
"522","yfiL"
"523","ratA"
"524","yfjM"
"525","rnlB"
"526","yfjP"
"527","yfjU"
"528","ypjI"
"529","ypjA"
"530","csiD"
"531","lhgO"
"532","gabD"
"533","gabT"
"534","gabP"
"535","csiR"
"536","ygaU"
"537","yqaE"
"538","ygaC"
"539","ygaM"
"540","nrdH"
"541","nrdI"
"542","nrdE"
"543","ygaH"
"544","luxS"
"545","gshA"
"546","csrA"
"547","alaS"
"548","mltB"
"549","norV"
"550","hypF"
"551","ascB"
"552","hypC"
"553","hypE"
"554","fhlA"
"555","mutS"
"556","ygbI"
"557","rpoS"
"558","truD"
"559","ygcN"
"560","ygcU"
"561","ygcE"
"562","queE"
"563","mazG"
"564","relA"
"565","rlmD"
"566","yqcA"
"567","ygdG"
"568","fucO"
"569","fucP"
"570","fucI"
"571","fucR"
